player_name,sample_size,DG_odds,bet365_odds,bet365_ev,whill_odds,whill_ev,fanduel_odds,fanduel_ev,draftkings_odds,draftkings_ev,pinnacle_odds,pinnacle_ev,betcris_odds,betcris_ev,betfair_odds,betfair_ev,betonline_odds,betonline_ev,betmgm_odds,betmgm_ev,betway_odds,betway_ev,bovada_odds,bovada_ev,circa_odds,circa_ev,pointsbet_odds,pointsbet_ev,skybet_odds,skybet_ev,unibet_odds,unibet_ev
"Garcia, Sergio",150,+17918,+15000,-0.162,+10000,-0.439,+21000,0.171,+8000,-0.550,+9388,-0.473,+14050,-0.215,+10000,-0.439,+17500,-0.023,+12500,-0.301,+12500,-0.301,+15000,-0.162,+21500,0.199,+12500,-0.301,+10000,-0.439,+12500,-0.301
"List, Luke",150,+18768,+15000,-0.200,+15000,-0.200,+21000,0.118,+15000,-0.200,,0.00,+18050,-0.038,+15000,-0.200,+20000,0.065,+15000,-0.200,+15000,-0.200,+15000,-0.200,+23500,0.251,+15000,-0.200,+12500,-0.332,+17500,-0.067
"Harman, Brian",150,+20001,+15000,-0.249,+15000,-0.249,+18000,-0.100,+13000,-0.348,+17462,-0.126,+16050,-0.197,+12500,-0.373,+22500,0.124,+15000,-0.249,+12500,-0.373,+15000,-0.249,+20500,0.025,+12500,-0.373,+12500,-0.373,+10000,-0.498
"Fox, Ryan",150,+21064,+20000,-0.050,+17500,-0.168,+24000,0.139,+30000,0.422,,0.00,+30250,0.434,+17500,-0.168,+25000,0.186,+25000,0.186,+15000,-0.287,+20000,-0.050,+30000,0.422,+25000,0.186,+20000,-0.050,+20000,-0.050
"Ancer, Abraham",150,+21290,+7500,-0.645,+6600,-0.687,+9000,-0.575,+8000,-0.621,+7663,-0.637,+7742,-0.633,+5000,-0.762,+10000,-0.528,+6600,-0.687,+6600,-0.687,+8000,-0.621,+11000,-0.481,+7000,-0.668,+5500,-0.738,+8000,-0.621
"Woodland, Gary",150,+21522,+12500,-0.417,+10000,-0.533,+16000,-0.255,+15000,-0.302,+11663,-0.456,+12550,-0.415,+12500,-0.417,+17500,-0.186,+12500,-0.417,+10000,-0.533,+15000,-0.302,+15000,-0.302,+12500,-0.417,+8000,-0.625,+15000,-0.302
"Hoge, Tom",150,+21758,+15000,-0.309,+15000,-0.309,+21000,-0.035,+15000,-0.309,,0.00,+16050,-0.261,+15000,-0.309,+20000,-0.080,+15000,-0.309,+12500,-0.424,+15000,-0.309,+22500,0.034,+15000,-0.309,+12500,-0.424,+15000,-0.309
"Noren, Alex",150,+23021,+17500,-0.239,+15000,-0.347,+22000,-0.044,+18000,-0.217,,0.00,+20250,-0.120,+15000,-0.347,+25000,0.086,+20000,-0.131,+15000,-0.347,+20000,-0.131,+14000,-0.390,+15000,-0.347,+17500,-0.239,+10000,-0.563
"Leishman, Marc",150,+23710,+15000,-0.366,+12500,-0.471,+21000,-0.114,+18000,-0.240,+7652,-0.674,+14050,-0.406,+15000,-0.366,+20000,-0.156,+15000,-0.366,+12500,-0.471,+15000,-0.366,+20000,-0.156,+12500,-0.471,+12500,-0.471,+15000,-0.366
"Scott, Adam",150,+24591,+10000,-0.591,+10000,-0.591,+12000,-0.510,+13000,-0.469,+9388,-0.616,+12050,-0.508,+6600,-0.729,+12500,-0.490,+12500,-0.490,+10000,-0.591,+10000,-0.591,+16000,-0.348,+10000,-0.591,+8000,-0.672,+12500,-0.490
"Horsfield, Sam",150,+24900,+27500,0.104,+20000,-0.196,+28000,0.124,+30000,0.204,,0.00,+27550,0.106,+20000,-0.196,+30000,0.204,+30000,0.204,+20000,-0.196,+25000,0.004,+42500,0.704,+20000,-0.196,+20000,-0.196,+20000,-0.196
"Straka, Sepp",150,+25378,+25000,-0.015,+20000,-0.211,+28000,0.103,+25000,-0.015,,0.00,+20250,-0.201,+20000,-0.211,+30000,0.181,+25000,-0.015,+20000,-0.211,+15000,-0.407,+35000,0.378,+25000,-0.015,+17500,-0.309,+20000,-0.211
"Herbert, Lucas",150,+25541,+22500,-0.119,+20000,-0.216,+28000,0.096,+20000,-0.216,,0.00,+25250,-0.011,+20000,-0.216,+30000,0.174,+25000,-0.021,+20000,-0.216,+25000,-0.021,+31500,0.232,+20000,-0.216,+20000,-0.216,+20000,-0.216
"Hadwin, Adam",150,+25706,+15000,-0.415,,0.00,+28000,0.089,,0.00,,0.00,+22550,-0.122,,0.00,+25000,-0.027,+15000,-0.415,,0.00,+20000,-0.221,+35000,0.360,+15000,-0.415,,0.00,+15000,-0.415
"Tringale, Cameron",150,+25874,+22500,-0.130,+20000,-0.226,+28000,0.082,+13000,-0.496,,0.00,+25250,-0.024,+20000,-0.226,+35000,0.351,+25000,-0.034,+20000,-0.226,+25000,-0.034,+37500,0.448,+20000,-0.226,+20000,-0.226,+17500,-0.322
"Lee, Kyounghoon",150,+26216,+17500,-0.331,+15000,-0.426,+21000,-0.198,+15000,-0.426,,0.00,+15250,-0.417,,0.00,+20000,-0.236,+20000,-0.236,+15000,-0.426,+10000,-0.616,+27500,0.049,+15000,-0.426,+12500,-0.521,+20000,-0.236
"Reed, Patrick",150,+27297,+9000,-0.668,+8000,-0.704,+9000,-0.668,+10000,-0.631,+9196,-0.661,+10250,-0.622,+5000,-0.814,+11000,-0.595,+8000,-0.704,+8000,-0.704,+10000,-0.631,+11000,-0.595,+8000,-0.704,+7000,-0.741,+10000,-0.631
"Arnaus, Adri",150,+27678,+25000,-0.096,+25000,-0.096,+31000,0.120,+20000,-0.276,,0.00,+30250,0.093,+20000,-0.276,+40000,0.444,+35000,0.264,+25000,-0.096,+20000,-0.276,+50000,0.804,+25000,-0.096,+25000,-0.096,+25000,-0.096
"McCarthy, Denny",150,+28069,+25000,-0.109,+20000,-0.286,+37000,0.317,+15000,-0.464,,0.00,+35250,0.255,+25000,-0.109,+35000,0.246,+25000,-0.109,+20000,-0.286,+20000,-0.286,+50000,0.779,+20000,-0.286,+20000,-0.286,+12500,-0.553
"NeSmith, Matthew",150,+29975,+25000,-0.165,+25000,-0.165,+37000,0.234,+30000,0.001,,0.00,+25250,-0.157,+25000,-0.165,+40000,0.333,+30000,0.001,+25000,-0.165,+25000,-0.165,+50000,0.666,+25000,-0.165,+20000,-0.332,+20000,-0.332
"Pieters, Thomas",150,+32687,+20000,-0.387,+15000,-0.539,+21000,-0.356,+20000,-0.387,,0.00,+20250,-0.379,+15000,-0.539,+22500,-0.311,+20000,-0.387,+15000,-0.539,+20000,-0.387,+15000,-0.539,+15000,-0.539,+15000,-0.539,+20000,-0.387
"Grace, Branden",150,+33233,+22500,-0.322,+17500,-0.472,+21000,-0.367,+15000,-0.547,+17611,-0.469,+22550,-0.321,+15000,-0.547,+30000,-0.097,+25000,-0.247,+20000,-0.397,+20000,-0.397,+33300,0.002,+20000,-0.397,+17500,-0.472,+20000,-0.397
"Griffin, Lanto",150,+33233,+25000,-0.247,+20000,-0.397,+28000,-0.157,+30000,-0.097,,0.00,+30250,-0.090,+20000,-0.397,+30000,-0.097,+30000,-0.097,+20000,-0.397,+20000,-0.397,+45000,0.353,+20000,-0.397,+17500,-0.472,+15000,-0.547
"Van Rooyen, Erik",150,+33513,+25000,-0.253,+20000,-0.402,+28000,-0.164,+20000,-0.402,+23485,-0.298,+20250,-0.395,+20000,-0.402,+30000,-0.105,+25000,-0.253,+20000,-0.402,+20000,-0.402,+17500,-0.476,+25000,-0.253,+17500,-0.476,+25000,-0.253
"Na, Kevin",150,+34088,+15000,-0.558,+15000,-0.558,+22000,-0.354,+10000,-0.705,+23142,-0.320,+22550,-0.337,+15000,-0.558,+22500,-0.339,+12500,-0.631,+12500,-0.631,+15000,-0.558,+30000,-0.120,+15000,-0.558,+12500,-0.631,+12500,-0.631
"Montgomery, Taylor",150,+34088,+35000,0.027,+30000,-0.120,+55000,0.612,+30000,-0.120,,0.00,+35250,0.034,+30000,-0.120,+75000,1.197,+30000,-0.120,+30000,-0.120,+50000,0.465,+40000,0.173,+40000,0.173,+40000,0.173,+30000,-0.120
"Stallings, Scott",150,+35298,+25000,-0.291,+20000,-0.432,+37000,0.048,+30000,-0.150,,0.00,+30250,-0.143,+25000,-0.291,+40000,0.133,+30000,-0.150,+20000,-0.432,+25000,-0.291,+40000,0.133,+25000,-0.291,+20000,-0.432,+20000,-0.432
"DeChambeau, Bryson",150,+37283,+10000,-0.730,+8000,-0.783,+14000,-0.623,+8000,-0.783,+2577,-0.928,+10050,-0.728,+6600,-0.821,+12500,-0.663,+8000,-0.783,+8000,-0.783,+10000,-0.730,+8500,-0.770,+9000,-0.757,+7000,-0.810,+10000,-0.730
"Clark, Wyndham",150,+39900,+25000,-0.372,+25000,-0.372,+42000,0.052,+30000,-0.247,,0.00,+20250,-0.491,+30000,-0.247,+32500,-0.185,+30000,-0.247,+25000,-0.372,+25000,-0.372,+35500,-0.110,+25000,-0.372,+20000,-0.497,+20000,-0.497
"Rodgers, Patrick",150,+39900,+27500,-0.310,+25000,-0.372,+42000,0.052,+15000,-0.623,,0.00,+35250,-0.116,+30000,-0.247,+40000,0.002,+35000,-0.122,+25000,-0.372,+15000,-0.623,+45000,0.127,+25000,-0.372,+20000,-0.497,+25000,-0.372
"Merritt, Troy",150,+41567,+30000,-0.278,,0.00,+55000,0.322,+18000,-0.566,,0.00,,0.00,+30000,-0.278,+50000,0.202,+35000,-0.158,+30000,-0.278,+50000,0.202,+59000,0.418,+30000,-0.278,+25000,-0.398,+35000,-0.158
"Hughes, Mackenzie",150,+46959,+20000,-0.573,+20000,-0.573,+28000,-0.403,+20000,-0.573,,0.00,+22550,-0.519,+20000,-0.573,+30000,-0.360,+30000,-0.360,+20000,-0.573,+15000,-0.679,+40000,-0.148,+20000,-0.573,+17500,-0.626,+20000,-0.573
"Molinari, Francesco",150,+48093,+17500,-0.635,+15000,-0.687,+19000,-0.604,+15000,-0.687,+34897,-0.274,+22550,-0.530,+15000,-0.687,+22500,-0.531,+15000,-0.687,+15000,-0.687,+20000,-0.583,+24000,-0.500,+15000,-0.687,+12500,-0.739,+20000,-0.583
"Hossler, Beau",150,+49900,+35000,-0.298,+25000,-0.498,+42000,-0.158,,0.00,,0.00,+25250,-0.493,+30000,-0.398,+40000,-0.198,+40000,-0.198,+30000,-0.398,+25000,-0.498,+52500,0.052,+30000,-0.398,+25000,-0.498,+35000,-0.298
"English, Harris",150,+51182,+25000,-0.511,+20000,-0.608,+34000,-0.335,+20000,-0.608,+11746,-0.769,+25250,-0.506,+25000,-0.511,+35000,-0.316,+25000,-0.511,+20000,-0.608,+20000,-0.608,+35000,-0.316,+15000,-0.706,+20000,-0.608,+25000,-0.511
"Lee, Min Woo",150,+52532,+35000,-0.333,+25000,-0.523,+55000,0.047,+40000,-0.238,,0.00,,0.00,+30000,-0.428,+50000,-0.048,+50000,-0.048,+30000,-0.428,+30000,-0.428,+65000,0.237,+30000,-0.428,+25000,-0.523,+35000,-0.333
"Kitayama, Kurt",150,+57871,+40000,-0.308,+25000,-0.567,+42000,-0.274,+40000,-0.308,,0.00,+30250,-0.476,+30000,-0.481,+40000,-0.308,+50000,-0.136,+30000,-0.481,+30000,-0.481,+50000,-0.136,+30000,-0.481,+25000,-0.567,+50000,-0.136
"Mansell, Richard",150,+57871,+50000,-0.136,+40000,-0.308,+65000,0.123,+30000,-0.481,,0.00,,0.00,+50000,-0.136,+75000,0.295,+40000,-0.308,+40000,-0.308,+50000,-0.136,+120000,1.072,+40000,-0.308,+40000,-0.308,+35000,-0.395
"Hardy, Nick",150,+59601,+25000,-0.580,,0.00,+42000,-0.295,+40000,-0.328,,0.00,+35250,-0.408,,0.00,+75000,0.258,+50000,-0.161,,0.00,+20000,-0.663,+80000,0.342,+40000,-0.328,,0.00,+35000,-0.412
"Hoshino, Rikuya",150,+61438,+40000,-0.348,+40000,-0.348,+65000,0.058,+40000,-0.348,,0.00,+52550,-0.144,+50000,-0.186,+65000,0.058,+50000,-0.186,+40000,-0.348,+50000,-0.186,+80000,0.302,+40000,-0.348,+40000,-0.348,+35000,-0.430
"Schenk, Adam",150,+62400,+40000,-0.358,,0.00,+65000,0.042,+40000,-0.358,,0.00,,0.00,+50000,-0.198,+75000,0.202,+40000,-0.358,+40000,-0.358,+30000,-0.518,+87500,0.402,+40000,-0.358,+40000,-0.358,+25000,-0.598
"Dahmen, Joel",150,+62400,+25000,-0.598,+20000,-0.678,+22000,-0.646,+30000,-0.518,,0.00,+25250,-0.594,+15000,-0.758,+40000,-0.358,+30000,-0.518,+20000,-0.678,+25000,-0.598,+45000,-0.278,+25000,-0.598,+20000,-0.678,+30000,-0.518
"Taylor, Nick",150,+64416,+30000,-0.533,+30000,-0.533,+65000,0.009,+20000,-0.688,,0.00,+52550,-0.184,+50000,-0.223,+50000,-0.223,+35000,-0.456,+30000,-0.533,+20000,-0.688,+65000,0.009,+30000,-0.533,+25000,-0.611,+20000,-0.688
"Lee, Danny",150,+65474,+40000,-0.388,+30000,-0.541,+65000,-0.007,+40000,-0.388,,0.00,,0.00,+50000,-0.236,+50000,-0.236,+40000,-0.388,+30000,-0.541,+40000,-0.388,+70000,0.069,+35000,-0.465,+30000,-0.541,+50000,-0.236
"Bramlett, Joseph",150,+67697,+75000,0.108,+30000,-0.556,+55000,-0.187,+50000,-0.261,,0.00,,0.00,,0.00,+75000,0.108,+50000,-0.261,+40000,-0.409,+40000,-0.409,+100000,0.476,+40000,-0.409,+30000,-0.556,+50000,-0.261
"Cink, Stewart",150,+72627,+25000,-0.655,+20000,-0.724,+34000,-0.531,+30000,-0.586,+28854,-0.602,+25250,-0.651,+25000,-0.655,+35000,-0.517,+30000,-0.586,+20000,-0.724,+25000,-0.655,+45000,-0.380,+25000,-0.655,+20000,-0.724,+35000,-0.517
"Perez, Victor",150,+73974,+20000,-0.729,+20000,-0.729,+28000,-0.621,+20000,-0.729,+21430,-0.709,+35250,-0.523,+15000,-0.796,+30000,-0.594,+25000,-0.661,+20000,-0.729,+25000,-0.661,+40000,-0.459,+20000,-0.729,+20000,-0.729,+25000,-0.661
"Putnam, Andrew",150,+79900,+40000,-0.499,,0.00,+65000,-0.186,+40000,-0.499,,0.00,,0.00,+50000,-0.374,+50000,-0.374,+50000,-0.374,+40000,-0.499,+75000,-0.061,+87500,0.095,+50000,-0.374,+40000,-0.499,+50000,-0.374
"Barnes, Erik",150,+81533,+40000,-0.509,,0.00,+55000,-0.325,+30000,-0.631,,0.00,,0.00,,0.00,+100000,0.226,+50000,-0.386,+50000,-0.386,+100000,0.226,+120000,0.471,+50000,-0.386,+40000,-0.509,+50000,-0.386
"Kisner, Kevin",150,+85006,+22500,-0.734,+20000,-0.764,+28000,-0.670,+25000,-0.705,+23485,-0.723,+25250,-0.702,+20000,-0.764,+30000,-0.646,+25000,-0.705,+20000,-0.764,+25000,-0.705,+30000,-0.646,+20000,-0.764,+17500,-0.793,+25000,-0.705
"Daffue, MJ",150,+90809,+30000,-0.669,,0.00,+65000,-0.284,+40000,-0.559,,0.00,,0.00,,0.00,+75000,-0.174,+40000,-0.559,,0.00,+50000,-0.449,+150000,0.651,+40000,-0.559,+30000,-0.669,,0.00
