player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Colin Kaepernick,6188,QB,SF,8,2.87,2.59,3.83,4.99,306,28,79.4,141,145,6.4,1.91,2,2,1.3,69.0,100,22,10.7,145,47.4,12,46,,,,,88.1,48.6,23.0,,49.9,,,,,,0,4,155,0.0,79.2,0.0,0,0,0,2,2,9,5.8,925,6.4,73.2,97,112,12.2,3.74,0,10,8.2,58.0,65,88,8.5,161,52.6,6,54,,,,,89.0,82.6,82.7,,78.9,,,75.1,,,1,1,176,30.7,114.8,16.8,27,22,0,14,10,4,2.3,1031,9.2
Derek Carr,8671,QB,OAK,8,2.61,2.53,3.07,4.76,303,23,75.8,128,137,6.1,1.83,7,4,2.8,65.0,89,25,8.2,139,45.9,8,38,,,,,87.5,65.1,19.1,,65.2,,,,,,0,3,144,8.0,82.5,1.4,2,0,0,2,6,6,4.2,684,5.0,70.9,134,149,10.2,3.27,3,4,2.5,58.4,87,73,8.4,164,54.1,8,55,,,,,35.5,52.3,82.7,,54.3,,,46.0,,,4,4,175,9.6,79.5,4.3,7,8,0,8,5,11,6.3,1027,6.9
Ryan Tannehill,7014,QB,MIA,8,2.59,2.5,3.46,4.72,303,17,79.4,155,160,5.0,1.93,5,2,1.2,70.0,112,28,8.9,161,53.1,11,59,,,,,88.8,79.2,82.6,,77.5,,,,,,0,2,170,3.6,97.1,0.6,1,0,0,0,7,3,1.8,1049,6.6,69.2,107,121,12.8,3.34,5,8,6.2,54.5,66,69,10.8,142,46.9,8,48,,,,,43.5,69.5,22.0,,72.8,,,31.0,,,2,4,152,23.2,82.7,11.3,16,5,0,7,7,9,5.9,861,7.1
Eli Manning,1722,QB,NYG,8,2.42,2.34,3.08,4.37,299,21,72.9,155,161,7.7,1.78,4,3,1.8,65.8,106,24,6.2,163,54.5,7,54,,,,,88.8,71.1,82.6,,70.0,,,,,,1,3,171,8.3,94.7,1.2,2,0,0,1,9,4,2.3,1038,6.4,73.1,104,116,11.1,3.18,0,2,1.6,57.8,67,52,11.8,136,45.5,9,51,,,,,41.5,63.5,82.0,,63.4,,,57.2,,,1,2,149,26.9,95.3,10.3,14,6,0,11,7,6,4.0,894,7.7
Ryan Fitzpatrick,2467,QB,HST,9,2.72,2.44,3.56,4.93,298,13,76.5,136,147,5.9,1.9,6,4,2.5,65.3,96,40,7.7,153,51.3,8,51,,,,,88.5,66.0,82.4,,65.3,,,,,,5,4,164,15.0,88.0,3.9,6,0,0,0,7,3,1.8,951,6.5,64.0,100,106,12.8,3.57,1,6,5.3,57.5,61,87,4.7,145,48.7,3,51,,,,,27.1,70.6,23.4,,70.0,,,65.2,,,1,4,156,17.2,86.6,10.3,15,24,0,4,4,6,3.8,1009,9.5
Cam Newton,6153,QB,CAR,8,2.86,2.61,3.07,5.92,295,5,70.3,118,121,6.9,1.95,3,4,3.1,62.8,76,24,8.4,125,42.4,7,44,,,,,87.1,76.7,81.7,,75.1,,,,,,0,2,135,16.7,87.6,3.2,4,0,0,0,5,3,2.2,764,6.3,63.7,124,134,11.8,3.53,2,7,4.8,53.0,71,89,10.1,170,57.6,8,52,,,,,69.6,74.6,82.9,,68.9,,,84.6,,,3,3,184,19.1,76.4,10.0,17,19,0,5,3,7,3.8,1030,7.7
Alex Smith,2218,QB,KC,8,2.62,2.32,3.37,5.44,287,16,82.7,156,166,3.9,1.82,9,1,0.6,70.5,117,22,9.3,168,58.5,12,71,,,,,68.4,71.8,82.6,,70.6,,,,,,0,2,173,9.1,101.2,1.2,2,0,0,1,9,4,2.3,1087,6.5,81.4,70,81,9.7,3.76,1,6,6.5,60.5,49,63,14.0,119,41.5,8,41,,,,,62.4,73.7,13.7,,78.6,,,49.6,,,2,2,131,27.0,86.5,14.3,17,21,0,8,3,4,3.1,622,7.7
Russell Wilson,7077,QB,SEA,8,3.02,2.79,3.63,4.76,285,29,77.8,126,130,4.7,1.84,2,2,1.5,73.1,95,26,3.1,132,46.3,3,47,,,,,87.2,63.4,81.8,,62.9,,,,,,0,0,138,7.7,113.8,1.5,2,0,0,2,9,3,2.2,864,6.6,72.8,92,112,11.1,4.04,1,6,5.0,50.9,57,95,14.9,153,53.7,10,44,,,,,52.2,71.0,82.4,,65.9,,,76.3,,,1,3,163,14.7,69.2,9.2,14,27,0,18,2,7,4.3,805,7.2
Aaron Rodgers,2241,QB,GB,8,2.77,2.54,3.66,5.62,284,12,84.6,143,147,5.6,1.78,2,4,2.6,74.8,110,15,9.1,151,53.2,11,59,,,,,88.2,85.4,82.2,,83.2,,,,,,0,2,157,26.7,113.4,2.6,4,0,0,2,11,2,1.3,1048,7.1,68.4,95,103,10.9,3.9,1,10,8.5,57.3,59,67,9.2,133,46.8,6,53,,,,,41.8,87.8,82.0,,82.1,,,84.2,,,1,1,149,23.9,113.9,12.0,16,14,0,6,8,4,2.7,1044,10.1
Austin Davis,7305,QB,SL,8,2.85,2.75,3.52,4.74,280,26,79.2,96,100,6.3,1.93,2,1,1.0,73.0,73,24,3.9,104,37.1,3,36,,,,,65.8,71.3,80.9,,70.2,,,,,,1,0,110,16.7,102.3,3.8,4,0,0,1,3,2,1.8,704,7.0,68.3,139,152,11.1,3.39,1,4,2.5,59.2,90,97,5.3,176,62.9,5,62,,,,,89.4,55.6,82.9,,56.1,,,54.9,,,2,7,184,19.6,79.4,10.8,19,5,0,10,8,10,5.4,1081,7.1
Brian Hoyer,5277,QB,CLV,8,2.66,2.58,3.2,5.55,270,8,71.8,124,134,5.3,1.87,6,0,0.0,62.7,84,22,5.6,136,50.4,5,46,,,,,87.5,56.8,81.9,,56.8,,,,,,2,2,144,9.1,84.0,1.5,2,0,0,2,5,6,4.2,756,5.6,63.6,107,119,16.8,3.46,4,14,10.9,52.9,63,61,7.4,134,49.6,5,52,,,,,87.5,79.4,19.1,,80.2,,,45.6,,,1,2,144,18.0,97.5,8.2,11,4,0,7,5,6,4.2,1266,10.6
Blake Bortles,8638,QB,JAX,7,2.61,2.47,3.26,4.8,269,15,81.8,137,141,4.4,1.91,3,0,0.0,76.6,108,22,3.6,144,53.5,4,46,,,,,87.8,58.5,82.1,,58.4,,,,,,1,3,150,13.6,93.0,2.1,3,0,0,0,4,5,3.3,895,6.3,58.7,92,99,13.4,3.43,2,5,4.7,46.5,46,64,14.8,125,46.5,8,39,,,,,39.5,34.4,81.7,,32.5,,,70.7,,,2,10,136,25.0,45.7,12.8,16,10,0,3,4,11,8.1,736,7.4
Geno Smith,7820,QB,NYJ,8,3.1,2.78,4.66,6.01,265,22,82.0,89,93,4.2,1.85,2,2,2.1,73.1,68,19,6.8,94,35.5,5,26,,,,,84.7,68.3,80.5,,67.4,,,,,,0,2,98,5.3,100.0,1.1,1,0,0,2,6,3,3.1,545,5.9,60.2,118,139,10.5,3.79,3,3,2.0,45.3,63,89,11.3,171,64.5,8,52,,,,,49.9,44.7,82.8,,40.3,,,78.3,,,2,8,180,15.7,43.0,8.2,14,18,0,16,1,12,6.7,825,5.9
Tony Romo,1693,QB,DAL,8,2.79,2.73,3.11,4.58,264,9,75.8,99,102,5.2,1.84,1,2,1.9,70.6,72,17,4.0,105,39.8,3,40,,,,,57.8,68.8,2.7,,68.8,,,,,,0,1,110,17.6,107.9,2.9,3,0,0,2,8,3,2.7,610,6.0,72.6,135,140,12.9,3.41,1,8,5.4,66.4,93,56,5.1,159,60.2,5,66,,,,,88.8,85.4,82.5,,83.1,,,64.9,,,1,5,169,25.0,100.5,8.8,14,5,0,3,7,8,4.7,1388,9.9
Andy Dalton,6187,QB,CIN,8,2.33,2.22,3.59,4.7,263,7,76.4,157,162,5.7,1.84,3,9,5.1,69.1,112,20,6.7,163,62.0,8,58,,,,,69.0,78.4,82.7,,76.7,,,,,,0,3,177,5.0,94.9,0.6,1,0,0,2,6,2,1.1,1188,7.3,71.1,76,86,11.5,3.12,1,4,4.4,57.0,49,37,9.3,100,38.0,5,27,,,,,85.3,63.4,80.8,,63.1,,,59.6,,,1,3,106,21.6,76.0,8.0,8,6,0,8,2,5,4.7,686,8.0
Teddy Bridgewater,8667,QB,MIN,6,2.85,2.69,3.22,5.07,225,18,75.6,78,85,3.1,1.9,5,0,0.0,64.7,55,23,6.8,88,39.1,4,26,,,,,84.3,63.7,80.2,,63.1,,,,,,2,1,92,13.0,79.4,3.4,3,0,0,0,1,1,1.1,498,5.9,70.7,99,111,13.4,3.46,1,3,2.5,57.7,64,67,8.6,137,60.9,6,46,,,,,65.4,67.6,82.0,,63.5,,,78.4,,,3,4,148,22.4,72.0,10.9,15,11,0,8,2,5,3.4,823,7.4
Mike Glennon,7854,QB,TB,6,2.74,2.59,3.68,5.53,224,30,70.0,100,103,8.7,2.0,1,3,2.8,62.1,64,30,8.6,105,46.9,6,33,,,,,85.5,59.1,80.8,,59.0,,,,,,2,2,108,6.7,93.6,1.9,2,0,0,0,7,5,4.6,623,6.0,63.6,88,99,15.0,3.4,0,9,7.9,53.5,53,65,5.4,119,53.1,3,33,,,,,87.1,72.9,81.7,,73.5,,,50.5,,,5,4,137,21.5,73.4,11.8,14,6,0,6,3,4,2.9,794,8.0
Kirk Cousins,7102,QB,WAS,6,2.41,2.37,2.94,5.2,213,32,80.0,110,115,5.3,1.88,4,4,3.3,71.3,82,19,6.8,116,54.5,6,45,,,,,86.3,63.4,81.3,,62.9,,,,,,1,3,121,5.3,102.7,0.9,1,0,0,0,6,3,2.5,957,8.3,67.1,82,89,13.9,3.03,1,9,9.3,49.4,44,34,20.0,97,45.5,11,30,,,,,56.8,55.1,80.8,,57.1,,,44.3,,,1,6,107,20.6,65.4,7.2,7,1,0,5,4,8,7.5,753,8.5
Carson Palmer,1317,QB,ARZ,5,2.59,2.55,3.28,4.83,198,1,82.1,95,99,6.1,1.83,2,6,5.8,73.7,73,15,6.4,99,50.0,5,40,,,,,85.2,77.4,80.7,,75.8,,,,,,0,0,104,0.0,120.6,0.0,0,0,0,2,7,1,1.0,796,8.0,65.8,79,89,12.9,3.4,0,8,7.9,48.3,43,51,17.3,98,49.5,9,28,,,,,56.8,70.5,80.9,,67.9,,,73.9,,,2,2,110,11.8,75.7,6.1,6,3,0,8,4,6,5.5,592,6.7
Kyle Orton,2323,QB,BUF,4,2.42,2.32,3.11,4.9,157,4,76.3,80,82,6.6,1.86,0,5,5.7,72.0,59,19,3.3,85,54.1,2,34,,,,,84.2,70.2,80.1,,69.2,,,,,,0,2,90,15.8,117.7,3.5,3,0,0,2,8,2,2.2,655,8.0,72.5,51,57,12.4,3.08,1,4,6.9,61.4,35,38,5.4,72,45.9,2,22,,,,,26.1,66.9,79.4,,66.7,,,58.3,,,1,1,74,36.8,86.2,19.4,14,1,0,4,1,3,4.1,471,8.3
E.J. Manuel,7797,QB,BUF,4,2.76,2.48,3.62,5.86,146,4,71.0,69,72,5.4,1.89,1,4,5.3,59.7,43,19,12.2,72,49.3,6,24,,,,,83.0,63.3,79.5,,62.8,,,,,,0,2,75,0.0,78.5,0.0,0,0,0,2,3,2,2.7,421,5.8,64.2,53,58,10.4,3.6,0,1,1.6,56.9,33,34,2.9,74,50.7,1,16,,,,,46.3,46.8,0.0,,55.3,,,37.5,,,0,1,77,17.6,84.2,8.1,6,10,0,5,2,5,6.5,423,7.3
Jake Locker,6160,QB,TEN,4,2.92,2.52,4.04,5.39,135,31,70.7,58,59,8.0,1.91,0,1,1.7,62.7,37,19,9.8,60,44.4,4,20,,,,,81.5,57.7,78.6,,58.1,,,58.3,,,1,1,60,0.0,91.8,0.0,0,1,0,0,3,2,3.3,391,6.6,64.0,50,53,12.9,3.73,1,1,1.7,52.8,28,35,12.5,75,55.6,4,25,,,,,48.9,47.2,79.7,,44.8,,,63.8,,,1,3,81,25.7,58.1,12.0,9,13,0,1,1,5,6.2,373,7.0
Charlie Whitehurst,3026,QB,TEN,4,3.11,2.9,3.48,5.54,114,31,78.9,38,38,6.4,2.03,0,2,5.0,73.7,28,8,6.7,40,35.1,2,12,,,,,79.2,62.1,77.3,,61.7,,,,,,0,0,42,25.0,114.8,5.0,2,0,0,0,3,1,2.4,228,6.0,72.9,48,60,14.9,3.69,1,4,6.3,51.7,31,40,11.4,74,64.9,4,22,,,,,83.4,76.9,79.7,,77.3,,,56.6,,,3,2,80,17.5,79.6,9.5,7,7,0,8,2,0,0.0,536,8.9
Michael Vick,773,QB,NYJ,6,3.12,2.72,4.04,6.01,100,22,83.8,37,38,6.9,1.89,1,0,0.0,73.7,28,8,9.7,39,39.0,3,11,,,,,78.9,64.2,77.1,,63.7,,,,,,0,0,39,12.5,85.6,2.6,1,0,0,0,0,2,5.1,202,5.3,57.9,38,44,12.4,3.9,1,0,0.0,43.2,19,31,13.6,61,61.0,3,18,,,,,20.9,39.3,0.0,,34.9,,,81.2,,,2,1,65,29.0,54.5,14.8,9,8,0,3,1,6,9.2,194,4.4
Chad Henne,4371,QB,JAX,3,2.53,2.34,3.36,4.55,97,15,68.8,48,53,6.4,2.03,4,1,1.9,54.7,29,18,12.1,56,57.7,4,12,,,,,81.1,47.0,78.5,,47.8,,,,,,1,1,58,16.7,76.5,5.4,3,0,0,0,2,2,3.4,306,5.8,60.9,23,25,14.2,3.29,0,3,11.5,52.0,13,26,7.1,40,41.2,1,8,,,,,79.3,51.9,77.3,,50.4,,,66.5,,,1,0,42,50.0,89.8,32.5,13,2,0,1,1,2,4.8,186,7.4
Drew Stanton,3659,QB,ARZ,3,2.51,2.43,3.46,3.65,95,1,72.9,48,51,6.6,1.88,2,1,1.9,60.8,31,10,11.4,51,53.7,4,15,,,,,80.9,56.1,78.3,,56.2,,,,,,0,0,54,0.0,74.4,0.0,0,0,0,1,0,1,1.9,265,5.2,45.5,33,37,22.6,3.23,1,3,7.0,32.4,12,17,20.0,44,46.3,3,13,,,,,80.6,61.2,78.1,,60.1,,,64.1,,,1,0,52,29.4,76.9,11.4,5,2,0,2,2,2,3.8,264,7.1
Matt Cassel,2447,QB,MIN,3,2.63,2.46,3.34,5.0,81,18,82.8,29,31,4.8,1.94,2,0,0.0,67.7,21,10,12.5,31,38.3,3,10,,,,,77.6,72.5,76.3,,71.4,,,,,,0,1,31,0.0,74.1,0.0,0,0,0,0,0,0,0.0,216,7.0,61.1,36,40,7.8,3.07,1,0,0.0,50.0,20,26,9.1,50,61.7,2,12,,,,,23.7,33.2,78.3,,33.1,,,63.1,,,2,3,55,26.9,59.3,14.0,7,3,0,1,3,5,9.1,209,5.2
Robert Griffin III,7008,QB,WAS,3,3.08,2.94,3.61,5.6,79,32,96.7,30,30,3.3,1.91,0,1,3.0,93.3,28,8,3.4,31,39.2,1,10,,,,,78.1,70.3,76.6,,69.3,,,,,,0,0,34,12.5,111.7,3.2,1,0,0,0,1,0,0.0,244,8.1,75.0,32,38,14.7,3.83,1,5,12.8,55.3,21,35,12.5,48,60.8,3,14,,,,,47.2,67.1,78.1,,68.4,,,51.9,,,0,1,52,22.9,71.4,16.7,8,2,0,5,0,3,5.8,312,8.2
Josh McCown,1085,QB,TB,3,2.64,2.56,3.06,3.77,75,30,80.6,31,31,5.5,1.89,0,1,3.1,74.2,23,9,8.0,32,42.7,2,7,,,,,77.9,68.6,76.6,,67.7,,,,,,0,0,34,11.1,85.8,3.1,1,0,0,0,0,0,0.0,163,5.3,67.6,34,36,11.3,3.2,0,2,5.3,55.6,20,22,13.0,43,57.3,3,15,,,,,79.9,43.3,77.7,,40.2,,,70.4,,,0,4,47,18.2,57.1,9.3,4,3,0,2,2,5,10.6,257,7.1
Derek Anderson,2430,QB,CAR,4,2.24,2.2,2.1,4.5,58,5,79.5,39,40,8.1,1.91,0,2,4.9,75.0,30,13,3.2,41,70.7,1,20,,,,,79.3,65.3,0.0,,66.3,,,,,,0,0,42,7.7,121.7,2.4,1,0,0,1,3,2,4.8,308,7.7,73.3,15,16,8.3,3.02,0,0,0.0,62.5,10,3,9.1,17,29.3,1,6,,,,,74.2,72.6,74.1,,73.2,,,58.3,,,1,0,17,0.0,105.2,0.0,0,1,0,0,1,0,0.0,116,7.3
Christian Ponder,6164,QB,MIN,1,2.81,2.57,3.42,5.03,53,18,66.7,18,18,3.5,1.85,0,0,0.0,55.6,10,5,16.7,18,34.0,2,4,,,,,74.5,51.6,74.3,,52.1,,,,,,0,0,18,0.0,66.2,0.0,0,0,0,0,0,0,0.0,77,4.3,56.0,25,26,12.8,3.3,0,2,7.1,46.2,12,22,14.3,35,66.0,2,11,,,,,78.6,53.0,76.9,,49.2,,,72.5,,,0,2,37,27.3,31.7,17.1,6,3,0,1,0,1,2.7,145,5.6
Colt McCoy,5609,QB,WAS,2,2.73,2.38,4.5,4.63,50,32,88.0,25,25,3.6,1.78,0,0,0.0,88.0,22,4,0.0,25,50.0,0,8,,,,,76.8,78.3,75.8,,76.7,,,,,,0,0,27,0.0,111.0,0.0,0,0,0,0,1,0,0.0,186,7.4,82.4,17,17,14.6,3.67,0,3,15.8,82.4,14,10,0.0,25,50.0,0,10,,,,,76.8,77.2,75.8,,71.6,,,74.8,,,0,1,27,50.0,94.2,20.0,5,3,0,0,0,1,3.7,241,14.2
Zach Mettenberger,8813,QB,TEN,2,2.47,2.46,2.85,,48,31,73.1,26,27,8.6,2.04,1,2,7.1,70.4,19,3,0.0,27,56.3,0,9,,,,,77.0,57.3,75.9,,57.3,,,,,,0,0,28,0.0,118.9,0.0,0,0,0,0,2,1,3.6,217,8.0,66.7,18,19,10.6,3.03,0,0,0.0,52.6,10,12,16.7,21,43.8,2,3,,,,,75.6,39.7,75.2,,41.2,,,,,,1,2,23,16.7,28.1,9.5,2,0,0,0,0,1,4.3,99,5.2
Brandon Weeden,7028,QB,DAL,2,2.67,2.6,2.7,4.05,42,9,70.0,20,22,5.5,1.97,0,0,0.0,59.1,13,7,7.1,22,52.4,1,9,,,,,75.6,46.6,75.0,,47.6,,,,,,2,1,22,0.0,76.7,0.0,0,0,0,0,1,1,4.5,154,7.0,62.5,16,17,11.1,3.45,0,0,0.0,52.9,9,7,10.0,20,47.6,1,5,,,,,75.9,41.5,75.2,,45.8,,,49.4,,,0,1,23,14.3,65.3,5.0,1,2,0,1,1,1,4.3,98,5.8
