player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Philip Rivers,1725,QB,SD,5,2.7,2.58,3.41,4.91,182,27,86.7,75,75,5.1,1.98,0,4,5.0,78.7,59,11,9.2,75,41.2,6,30,,83.4,84.5,79.7,82.4,,,0,2,80,0.0,121.1,0.0,0,0,0,0,8,1,1.3,540,7.2,74.7,79,90,12.3,3.24,1,6,6.4,63.3,57,53,3.4,106,58.2,2,40,,85.7,89.6,80.9,85.9,,74.5,2,0,111,15.1,111.5,7.5,8,8,0,8,4,1,0.9,903,10.0
Colin Kaepernick,6188,QB,SF,5,3.07,2.75,4.21,5.06,180,28,77.3,75,77,5.9,1.96,1,0,0.0,70.1,54,12,6.9,77,42.8,4,25,,83.5,34.2,0.0,37.1,,,0,3,81,0.0,78.0,0.0,0,0,0,1,2,6,7.4,463,6.0,77.4,62,73,12.1,3.91,0,8,10.1,58.9,43,55,10.4,103,57.2,5,37,,85.8,90.6,81.0,86.5,,79.7,1,1,114,23.6,105.4,12.6,13,17,0,10,5,1,0.9,650,8.9
Eli Manning,1722,QB,NYG,5,2.31,2.26,2.97,4.6,178,21,75.5,106,109,7.7,1.78,3,3,2.7,68.8,75,15,6.3,111,62.4,5,40,,85.9,78.5,81.1,76.8,,,0,3,115,13.3,98.4,1.8,2,0,0,0,7,3,2.6,760,7.0,75.4,57,60,10.3,3.18,0,1,1.5,61.7,37,23,14.0,67,37.6,6,24,,83.0,63.0,79.5,63.8,,51.6,0,2,76,21.7,90.6,7.5,5,2,0,3,4,3,3.9,414,6.9
Tony Romo,1693,QB,DAL,5,2.68,2.64,2.94,4.1,171,9,75.0,76,77,5.5,1.83,0,1,1.2,70.1,54,11,5.3,78,45.6,3,30,,83.7,68.3,0.0,68.5,,,0,1,83,9.1,104.6,1.3,1,0,0,1,6,2,2.4,434,5.6,75.6,78,82,12.5,3.39,1,3,3.4,68.3,56,33,5.1,93,54.4,3,38,,84.9,71.7,80.5,70.3,,64.0,1,4,100,24.2,92.8,8.6,8,3,0,2,3,6,6.0,826,10.1
Ryan Tannehill,7014,QB,MIA,4,2.51,2.39,3.59,4.9,168,17,77.5,89,93,5.0,1.89,4,1,1.0,66.7,62,13,10.1,93,55.4,7,32,,84.7,81.0,80.4,79.1,,,0,1,97,0.0,90.0,0.0,0,0,0,0,3,1,1.0,583,6.3,67.3,55,62,11.5,3.28,2,2,2.9,50.0,31,36,16.2,75,44.6,6,21,,48.0,71.9,79.7,72.8,,50.3,1,2,81,25.0,67.9,12.0,9,4,0,4,3,3,3.7,319,5.1
Geno Smith,7820,QB,NYJ,5,3.09,2.8,4.74,5.75,167,22,83.1,59,61,4.2,1.89,2,2,3.1,77.0,47,14,4.1,62,37.1,2,17,,81.9,74.8,78.9,73.5,,,0,0,65,7.1,115.1,1.6,1,0,0,0,4,1,1.5,395,6.5,59.5,74,87,11.5,3.79,1,1,1.1,44.8,39,53,11.4,105,62.9,5,32,,57.6,38.6,80.9,35.4,,71.6,1,6,109,13.2,37.2,6.7,7,11,0,11,0,8,7.3,554,6.4
Aaron Rodgers,2241,QB,GB,5,2.74,2.55,4.2,5.15,163,12,87.4,87,88,6.1,1.77,0,3,3.3,78.4,69,8,9.2,90,55.2,7,39,,84.5,90.3,80.3,88.1,,,0,1,94,25.0,122.0,2.2,2,0,0,1,8,1,1.1,628,7.1,60.4,53,59,13.1,3.93,1,7,10.3,49.2,29,36,9.4,73,44.8,3,26,,48.4,78.5,79.8,72.5,,89.2,1,0,83,27.8,102.9,13.7,10,4,0,4,4,3,3.6,527,8.9
Peyton Manning,327,QB,DEN,4,2.17,2.15,3.13,,160,10,72.7,110,111,6.4,1.78,1,5,4.3,66.7,74,12,7.5,111,69.4,6,42,,86.0,69.1,81.1,68.2,,,0,2,116,0.0,108.3,0.0,0,0,0,0,10,4,3.4,749,6.7,70.5,44,46,15.1,3.06,1,6,11.8,67.4,31,23,0.0,49,30.6,0,21,,81.0,83.9,78.3,80.5,,65.9,0,1,55,13.0,113.0,6.1,3,0,0,1,2,2,3.6,544,11.8
Kirk Cousins,7102,QB,WAS,4,2.47,2.45,2.62,5.2,156,32,77.0,74,79,5.6,1.93,4,2,2.4,68.4,54,13,5.3,80,51.3,3,29,,83.7,59.7,79.8,59.5,,,1,2,83,7.7,93.7,1.3,1,0,0,0,4,2,2.4,537,6.8,70.8,65,71,14.9,3.03,1,9,11.8,53.5,38,26,17.4,76,48.7,8,26,,49.2,76.8,79.8,77.5,,46.1,0,3,82,15.4,87.8,5.3,4,1,0,5,4,5,6.1,680,9.6
Austin Davis,7305,QB,SL,4,2.78,2.73,2.98,4.8,156,26,84.6,52,55,7.3,1.97,1,1,1.7,76.4,42,18,4.5,59,37.8,2,21,,51.8,73.9,78.8,72.6,,,1,0,62,22.2,106.1,6.8,4,0,0,1,1,1,1.6,453,8.2,72.0,82,88,11.0,3.28,1,3,3.3,62.5,55,45,6.8,97,62.2,4,40,,85.0,69.4,80.6,68.6,,60.6,2,3,101,13.3,90.9,6.2,6,3,0,3,5,3,3.0,676,7.7
Ryan Fitzpatrick,2467,QB,HST,5,2.66,2.44,3.7,4.66,154,13,83.8,74,81,4.8,1.89,4,2,2.3,71.6,58,16,6.5,82,53.2,4,28,,84.0,74.5,80.1,73.1,,,3,3,89,6.3,86.4,1.2,1,0,0,0,3,1,1.1,539,6.7,66.0,50,55,12.6,3.54,1,2,3.2,56.4,31,42,6.1,72,46.8,2,27,,35.2,67.0,0.0,66.0,,66.7,1,3,82,11.9,77.6,6.9,5,12,0,3,2,4,4.9,517,9.4
Cam Newton,6153,QB,CAR,4,2.64,2.46,2.95,5.49,147,5,71.0,69,72,7.5,1.96,3,3,3.8,61.1,44,18,10.2,74,50.3,5,27,,83.4,75.6,79.7,74.2,,,0,1,80,11.1,87.3,2.7,2,0,0,0,3,2,2.5,452,6.3,71.7,53,57,11.5,3.33,1,4,6.3,61.4,35,36,7.9,73,49.7,3,25,,83.4,76.7,79.8,78.7,,50.1,1,0,82,25.0,103.8,12.3,9,7,0,2,2,2,2.4,531,9.3
E.J. Manuel,7797,QB,BUF,4,2.76,2.48,3.62,5.86,146,4,71.0,69,72,5.4,1.89,1,4,5.3,59.7,43,19,12.2,72,49.3,6,24,,83.0,63.3,79.5,62.8,,,0,2,75,0.0,78.5,0.0,0,0,0,2,3,2,2.7,421,5.8,64.2,53,58,10.4,3.6,0,1,1.6,56.9,33,34,2.9,74,50.7,1,16,,46.3,46.8,0.0,55.3,,37.5,0,1,77,17.6,84.2,8.1,6,10,0,5,2,5,6.5,423,7.3
Derek Carr,8671,QB,OAK,4,2.52,2.45,3.27,4.23,140,23,77.4,62,67,6.4,1.79,5,2,2.9,68.7,46,10,4.2,67,47.9,2,19,,82.5,65.8,79.2,65.1,,,0,1,70,0.0,91.0,0.0,0,0,0,0,3,1,1.4,370,5.5,71.7,60,66,8.3,3.19,1,1,1.4,57.6,38,38,11.6,73,52.1,5,24,,83.2,45.5,79.6,47.6,,50.2,1,3,78,7.9,59.2,4.1,3,4,0,4,1,6,7.7,364,5.5
Brian Hoyer,5277,QB,CLV,4,2.63,2.54,3.68,5.45,140,8,75.8,66,72,4.4,1.86,3,0,0.0,68.1,49,8,2.0,72,51.4,1,22,,83.1,68.9,79.5,68.0,,,1,0,76,0.0,94.2,0.0,0,0,0,2,3,1,1.3,372,5.2,60.7,56,61,17.0,3.44,3,8,11.8,55.7,34,28,0.0,68,48.6,0,30,,83.1,68.3,0.0,70.2,,49.0,0,1,76,17.9,102.0,7.4,5,2,0,2,3,6,7.9,643,10.5
Russell Wilson,7077,QB,SEA,4,3.11,2.84,3.47,4.67,137,29,81.8,55,55,4.2,1.84,0,0,0.0,78.2,43,10,4.4,57,41.6,2,21,,81.5,61.4,78.6,61.1,,,0,0,60,20.0,135.6,3.5,2,0,0,0,7,2,3.3,388,7.1,84.8,46,56,9.2,4.01,0,3,5.0,62.5,35,45,10.3,80,58.4,4,25,,60.2,70.6,80.0,68.9,,65.8,1,1,86,15.6,87.2,8.8,7,17,0,9,1,2,2.3,464,8.3
Jake Locker,6160,QB,TEN,4,2.92,2.52,4.04,5.39,135,31,70.7,58,59,8.0,1.91,0,1,1.7,62.7,37,19,9.8,60,44.4,4,20,,81.5,57.7,78.6,58.1,,58.3,1,1,60,0.0,91.8,0.0,0,1,0,0,3,2,3.3,391,6.6,64.0,50,53,12.9,3.73,1,1,1.7,52.8,28,35,12.5,75,55.6,4,25,,48.9,47.2,79.7,44.8,,63.8,1,3,81,25.7,58.1,12.0,9,13,0,1,1,5,6.2,373,7.0
Andy Dalton,6187,QB,CIN,4,2.2,2.1,2.7,4.88,113,7,77.6,76,78,6.4,1.84,1,6,7.1,69.2,54,10,8.5,78,69.0,5,30,,83.8,85.2,79.9,83.0,,,0,1,85,0.0,95.9,0.0,0,0,0,1,2,0,0.0,617,7.9,66.7,27,30,13.7,3.02,1,3,9.4,53.3,16,10,11.1,35,31.0,2,9,,78.7,68.3,77.0,68.7,,58.5,0,0,38,10.0,111.7,2.9,1,4,0,2,2,1,2.6,309,10.3
Blake Bortles,8638,QB,JAX,3,2.48,2.38,3.9,3.75,104,15,81.7,60,62,5.7,1.86,1,0,0.0,74.2,46,11,6.1,62,59.6,3,17,,81.8,50.8,78.8,51.3,,,1,2,63,0.0,93.3,0.0,0,0,0,0,3,3,4.8,397,6.4,63.6,33,35,11.1,3.39,1,1,2.6,54.3,19,18,9.5,42,40.4,2,13,,29.9,49.8,77.7,43.7,,85.5,1,4,47,27.8,40.0,11.9,5,2,0,0,0,4,8.5,271,7.7
Mike Glennon,7854,QB,TB,3,2.67,2.64,2.95,4.2,102,30,69.0,42,44,8.5,1.93,0,0,0.0,54.5,24,12,17.2,45,44.1,5,12,,79.9,53.2,77.7,53.6,,,2,0,46,8.3,87.7,2.2,1,0,0,0,3,1,2.2,184,4.2,68.6,51,53,14.4,3.25,0,6,9.7,62.3,33,29,5.7,57,55.9,2,19,,82.2,85.1,79.0,83.1,,62.1,1,2,67,10.3,89.2,5.3,3,1,0,1,2,2,3.0,488,9.2
Chad Henne,4371,QB,JAX,3,2.53,2.34,3.36,4.55,97,15,68.8,48,53,6.4,2.03,4,1,1.9,54.7,29,18,12.1,56,57.7,4,12,,81.1,47.0,78.5,47.8,,,1,1,58,16.7,76.5,5.4,3,0,0,0,2,2,3.4,306,5.8,60.9,23,25,14.2,3.29,0,3,11.5,52.0,13,26,7.1,40,41.2,1,8,,79.3,51.9,77.3,50.4,,66.5,1,0,42,50.0,89.8,32.5,13,2,0,1,1,2,4.8,186,7.4
Drew Stanton,3659,QB,ARZ,3,2.51,2.43,3.46,3.65,95,1,72.9,48,51,6.6,1.88,2,1,1.9,60.8,31,10,11.4,51,53.7,4,15,,80.9,56.1,78.3,56.2,,,0,0,54,0.0,74.4,0.0,0,0,0,1,0,1,1.9,265,5.2,45.5,33,37,22.6,3.23,1,3,7.0,32.4,12,17,20.0,44,46.3,3,13,,80.6,61.2,78.1,60.1,,64.1,1,0,52,29.4,76.9,11.4,5,2,0,2,2,2,3.8,264,7.1
Matt Cassel,2447,QB,MIN,3,2.63,2.46,3.34,5.0,81,18,82.8,29,31,4.8,1.94,2,0,0.0,67.7,21,10,12.5,31,38.3,3,10,,77.6,72.5,76.3,71.4,,,0,1,31,0.0,74.1,0.0,0,0,0,0,0,0,0.0,216,7.0,61.1,36,40,7.8,3.07,1,0,0.0,50.0,20,26,9.1,50,61.7,2,12,,23.7,33.2,78.3,33.1,,63.1,2,3,55,26.9,59.3,14.0,7,3,0,1,3,5,9.1,209,5.2
Josh McCown,1085,QB,TB,3,2.64,2.56,3.06,3.77,75,30,80.6,31,31,5.5,1.89,0,1,3.1,74.2,23,9,8.0,32,42.7,2,7,,77.9,68.6,76.6,67.7,,,0,0,34,11.1,85.8,3.1,1,0,0,0,0,0,0.0,163,5.3,67.6,34,36,11.3,3.2,0,2,5.3,55.6,20,22,13.0,43,57.3,3,15,,79.9,43.3,77.7,40.2,,70.4,0,4,47,18.2,57.1,9.3,4,3,0,2,2,5,10.6,257,7.1
Teddy Bridgewater,8667,QB,MIN,2,2.87,2.58,2.9,5.28,58,18,75.0,24,25,2.3,1.83,1,0,0.0,68.0,17,2,5.6,25,43.1,1,11,,76.6,64.3,75.6,63.8,,,0,0,26,0.0,94.6,0.0,0,0,0,0,0,0,0.0,215,8.6,69.6,23,25,13.2,3.66,0,0,0.0,56.0,14,17,12.5,33,56.9,2,12,,78.3,79.6,76.7,77.6,,67.3,1,0,35,11.8,90.8,6.1,2,6,0,1,0,0,0.0,252,10.1
Christian Ponder,6164,QB,MIN,1,2.81,2.57,3.42,5.03,53,18,66.7,18,18,3.5,1.85,0,0,0.0,55.6,10,5,16.7,18,34.0,2,4,,74.5,51.6,74.3,52.1,,,0,0,18,0.0,66.2,0.0,0,0,0,0,0,0,0.0,77,4.3,56.0,25,26,12.8,3.3,0,2,7.1,46.2,12,22,14.3,35,66.0,2,11,,78.6,53.0,76.9,49.2,,72.5,0,2,37,27.3,31.7,17.1,6,3,0,1,0,1,2.7,145,5.6
Charlie Whitehurst,3026,QB,TEN,2,3.19,2.91,4.0,5.3,53,31,73.3,15,15,8.1,2.05,0,2,13.3,66.7,10,2,9.1,15,28.3,1,5,,73.5,59.3,73.7,59.3,,,0,0,15,0.0,121.7,0.0,0,0,0,0,2,1,6.7,88,5.9,72.0,25,29,17.2,3.65,1,3,10.3,51.7,15,19,16.7,38,71.7,3,14,,78.9,80.6,77.1,79.4,,63.0,1,1,39,26.3,83.0,13.2,5,4,0,2,1,0,0.0,283,9.8
Derek Anderson,2430,QB,CAR,3,2.28,2.24,2.1,4.5,50,5,78.1,32,33,8.4,1.91,0,2,5.9,75.8,25,11,0.0,34,68.0,0,16,,78.3,63.9,0.0,65.3,,,0,0,35,9.1,118.9,2.9,1,0,0,1,2,2,5.7,265,8.0,78.6,14,15,6.9,3.06,0,0,0.0,66.7,10,3,9.1,16,32.0,1,6,,73.9,77.3,73.9,77.8,,58.3,1,0,16,0.0,112.1,0.0,0,1,0,0,1,0,0.0,116,7.7
Robert Griffin III,7008,QB,WAS,2,3.02,2.89,3.65,5.6,45,32,100.0,19,19,4.1,1.87,0,1,5.0,100.0,19,5,0.0,19,42.2,0,8,,75.1,76.0,74.7,74.6,,,0,0,20,0.0,106.4,0.0,0,0,0,0,0,0,0.0,181,9.5,75.0,16,21,13.6,3.85,1,3,14.3,57.1,12,19,0.0,26,57.8,0,6,,76.8,75.4,75.8,76.4,,56.8,0,0,27,21.1,74.3,15.4,4,1,0,4,0,1,3.7,124,5.9
Kyle Orton,2323,QB,BUF,1,2.24,2.18,3.4,,44,4,70.8,24,24,4.1,1.81,0,0,0.0,70.8,17,9,0.0,25,56.8,0,9,,76.6,44.4,75.6,45.5,,,0,1,26,11.1,83.7,4.0,1,0,0,0,1,1,3.8,150,6.3,80.0,15,18,10.5,2.8,1,1,5.6,66.7,12,9,0.0,19,43.2,0,6,,74.8,83.7,74.5,81.6,,,0,0,19,11.1,93.8,5.3,1,0,0,2,0,0,0.0,156,8.7
Carson Palmer,1317,QB,ARZ,1,2.76,2.64,3.25,4.83,43,1,68.4,19,19,8.7,1.86,0,2,9.5,68.4,13,3,0.0,19,44.2,0,6,,75.4,55.4,74.9,55.6,,,0,0,21,0.0,105.8,0.0,0,0,0,0,1,1,4.8,133,7.0,64.7,17,18,12.9,3.62,0,1,5.0,61.1,11,10,0.0,23,53.5,0,9,,76.1,63.4,75.5,58.0,,73.9,0,0,25,20.0,111.1,8.7,2,3,0,1,1,2,8.0,171,9.5
Michael Vick,773,QB,NYJ,3,3.15,2.78,3.73,9.0,24,22,57.1,7,7,12.9,2.13,0,0,0.0,57.1,4,4,0.0,8,33.3,0,2,,70.3,56.6,71.5,56.8,,,0,0,8,25.0,67.0,12.5,1,0,0,0,0,0,0.0,29,4.1,41.7,12,13,10.2,3.67,0,0,0.0,30.8,4,8,20.0,16,66.7,1,1,,74.2,31.6,0.0,40.8,,57.9,0,0,17,25.0,40.2,12.5,2,1,0,1,0,1,5.9,18,1.4
Matt McGloin,8374,QB,OAK,1,2.56,2.56,2.5,,20,23,63.6,11,11,7.3,2.06,0,0,0.0,63.6,7,3,0.0,11,55.0,0,3,,71.9,42.4,72.6,43.7,,,0,1,11,0.0,40.0,0.0,0,0,0,0,0,2,18.2,60,5.5,85.7,7,8,12.4,3.16,0,1,12.5,62.5,5,5,16.7,9,45.0,1,4,,70.9,68.6,71.9,67.8,,,0,1,9,20.0,90.1,11.1,1,0,0,1,1,0,0.0,69,8.6
Shaun Hill,1255,QB,SL,1,2.76,2.77,2.6,,14,26,83.3,6,6,4.2,1.95,0,0,0.0,66.7,4,2,20.0,6,42.9,1,1,,68.9,56.6,70.6,56.8,,,0,0,6,0.0,70.1,0.0,0,0,0,0,0,0,0.0,14,2.3,66.7,6,7,16.5,3.36,0,0,0.0,57.1,4,5,0.0,8,57.1,0,3,,18.3,51.4,71.9,52.0,,,0,1,9,20.0,50.0,12.5,1,0,0,1,0,2,22.2,67,9.6
Logan Thomas,8755,QB,ARZ,1,3.22,2.98,4.2,,10,1,50.0,4,4,5.0,1.98,0,0,0.0,0.0,0,1,100.0,4,40.0,2,0,,66.9,51.9,69.2,52.5,,,0,0,4,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,50.0,2,4,10.5,4.05,0,0,0.0,25.0,1,4,0.0,6,60.0,0,1,,68.9,66.0,70.6,65.4,,,0,0,6,50.0,118.8,33.3,2,0,0,2,1,0,0.0,81,20.3
Jimmy Garoppolo,8697,QB,NE,1,2.16,1.97,3.5,,8,19,100.0,5,5,-0.2,1.66,0,0,0.0,100.0,5,0,0.0,5,62.5,0,3,,68.0,64.2,69.9,63.8,,,0,0,5,,158.3,0.0,0,0,0,0,1,0,0.0,69,13.8,50.0,2,2,9.0,3.0,0,0,0.0,50.0,1,1,0.0,3,37.5,0,0,,65.5,69.7,68.2,68.8,,,0,0,3,100.0,56.3,33.3,1,0,0,0,0,0,0.0,1,0.5
Jason Campbell,2242,QB,CIN,2,2.26,2.26,,,7,7,75.0,4,4,0.8,2.03,0,0,0.0,75.0,3,0,0.0,4,57.1,0,1,,66.9,64.4,69.2,64.0,,,0,0,4,,111.5,0.0,0,0,0,0,0,0,0.0,45,11.3,66.7,3,3,8.0,2.57,0,0,0.0,33.3,1,0,50.0,3,42.9,1,0,,65.5,63.7,68.2,63.3,,,0,0,3,,42.4,0.0,0,0,0,0,0,0,0.0,-3,-1.0
Zach Mettenberger,8813,QB,TEN,1,2.56,2.56,,,5,31,33.3,3,3,13.0,2.3,0,0,0.0,33.3,1,0,0.0,3,60.0,0,0,,65.5,43.3,68.2,44.8,,,0,0,3,,46.5,0.0,0,0,0,0,0,0,0.0,12,4.0,50.0,2,2,9.5,2.95,0,0,0.0,50.0,1,1,0.0,2,40.0,0,0,,63.6,46.7,66.9,48.0,,,0,1,2,0.0,16.7,0.0,0,0,0,0,0,0,0.0,5,2.5
Matt Flynn,4523,QB,GB,1,3.04,3.04,,,5,12,100.0,3,3,5.3,1.83,0,0,0.0,100.0,3,1,0.0,3,60.0,0,2,,65.5,64.0,68.2,63.6,,,0,0,3,0.0,97.2,0.0,0,0,0,0,0,0,0.0,22,7.3,0.0,2,2,22.0,4.85,0,0,0.0,0.0,0,1,,2,40.0,0,0,,63.6,34.4,66.9,36.8,,,0,1,2,0.0,0.0,0.0,0,0,0,0,0,1,50.0,0,0.0
