player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Mike Glennon,7854,QB,TB,4,2.68,2.62,3.42,4.2,151,30,65.7,67,69,9.3,2.0,0,2,2.9,56.5,39,23,11.4,71,47.0,5,20,,,,,82.7,46.7,79.3,,47.6,,,,,,2,1,72,8.7,88.0,2.8,2,0,0,0,5,4,5.6,342,5.0,67.7,65,72,14.4,3.29,0,6,7.2,58.3,42,45,4.5,80,53.0,2,25,,,,,84.4,75.3,80.3,,73.8,,,62.1,,,3,2,93,15.6,85.6,8.8,7,1,0,4,2,2,2.2,644,8.9
E.J. Manuel,7797,QB,BUF,4,2.76,2.48,3.62,5.86,146,4,71.0,69,72,5.4,1.89,1,4,5.3,59.7,43,19,12.2,72,49.3,6,24,,,,,83.0,63.3,79.5,,62.8,,,,,,0,2,75,0.0,78.5,0.0,0,0,0,2,3,2,2.7,421,5.8,64.2,53,58,10.4,3.6,0,1,1.6,56.9,33,34,2.9,74,50.7,1,16,,,,,46.3,46.8,0.0,,55.3,,,37.5,,,0,1,77,17.6,84.2,8.1,6,10,0,5,2,5,6.5,423,7.3
Teddy Bridgewater,8667,QB,MIN,4,2.83,2.61,3.25,5.13,136,18,76.9,52,55,2.2,1.88,2,0,0.0,67.3,37,14,7.5,57,41.9,3,17,,,,,81.4,65.8,78.6,,65.2,,,,,,1,1,59,14.3,83.5,3.5,2,0,0,0,1,0,0.0,355,6.5,69.2,52,58,12.2,3.51,1,0,0.0,55.2,32,39,11.1,79,58.1,4,23,,,,,50.7,57.9,80.0,,54.3,,,71.8,,,1,4,86,33.3,52.2,16.5,13,8,0,4,0,3,3.5,457,7.9
Jake Locker,6160,QB,TEN,4,2.92,2.52,4.04,5.39,135,31,70.7,58,59,8.0,1.91,0,1,1.7,62.7,37,19,9.8,60,44.4,4,20,,,,,81.5,57.7,78.6,,58.1,,,58.3,,,1,1,60,0.0,91.8,0.0,0,1,0,0,3,2,3.3,391,6.6,64.0,50,53,12.9,3.73,1,1,1.7,52.8,28,35,12.5,75,55.6,4,25,,,,,48.9,47.2,79.7,,44.8,,,63.8,,,1,3,81,25.7,58.1,12.0,9,13,0,1,1,5,6.2,373,7.0
Kyle Orton,2323,QB,BUF,3,2.43,2.35,3.18,,135,4,75.4,69,69,6.2,1.87,0,3,4.1,73.9,51,17,1.9,71,52.6,1,28,,,,,83.0,66.2,79.5,,65.5,,,,,,0,2,75,11.8,98.5,2.8,2,0,0,0,4,2,2.7,456,6.6,74.5,47,53,10.9,3.04,1,4,7.4,62.3,33,33,5.7,64,47.4,2,21,,,,,25.1,69.9,79.0,,69.0,,,,,,1,1,66,33.3,86.4,17.2,11,0,0,4,1,3,4.5,432,8.2
Carson Palmer,1317,QB,ARZ,3,2.59,2.53,3.35,4.83,120,1,79.7,59,60,6.8,1.82,1,4,6.3,75.0,45,11,4.3,60,50.0,2,25,,,,,81.9,70.8,78.9,,69.8,,,,,,0,0,64,0.0,117.3,0.0,0,0,0,0,4,1,1.6,439,7.3,68.1,47,52,11.8,3.42,0,2,3.3,55.8,29,29,9.4,59,49.2,3,19,,,,,41.0,62.3,79.0,,59.4,,,73.9,,,1,1,67,13.8,82.9,6.8,4,3,0,4,2,4,6.0,368,7.1
Charlie Whitehurst,3026,QB,TEN,4,3.11,2.9,3.48,5.54,114,31,78.9,38,38,6.4,2.03,0,2,5.0,73.7,28,8,6.7,40,35.1,2,12,,,,,79.2,62.1,77.3,,61.7,,,,,,0,0,42,25.0,114.8,5.0,2,0,0,0,3,1,2.4,228,6.0,72.9,48,60,14.9,3.69,1,4,6.3,51.7,31,40,11.4,74,64.9,4,22,,,,,83.4,76.9,79.7,,77.3,,,56.6,,,3,2,80,17.5,79.6,9.5,7,7,0,8,2,0,0.0,536,8.9
Chad Henne,4371,QB,JAX,3,2.53,2.34,3.36,4.55,97,15,68.8,48,53,6.4,2.03,4,1,1.9,54.7,29,18,12.1,56,57.7,4,12,,,,,81.1,47.0,78.5,,47.8,,,,,,1,1,58,16.7,76.5,5.4,3,0,0,0,2,2,3.4,306,5.8,60.9,23,25,14.2,3.29,0,3,11.5,52.0,13,26,7.1,40,41.2,1,8,,,,,79.3,51.9,77.3,,50.4,,,66.5,,,1,0,42,50.0,89.8,32.5,13,2,0,1,1,2,4.8,186,7.4
Drew Stanton,3659,QB,ARZ,3,2.51,2.43,3.46,3.65,95,1,72.9,48,51,6.6,1.88,2,1,1.9,60.8,31,10,11.4,51,53.7,4,15,,,,,80.9,56.1,78.3,,56.2,,,,,,0,0,54,0.0,74.4,0.0,0,0,0,1,0,1,1.9,265,5.2,45.5,33,37,22.6,3.23,1,3,7.0,32.4,12,17,20.0,44,46.3,3,13,,,,,80.6,61.2,78.1,,60.1,,,64.1,,,1,0,52,29.4,76.9,11.4,5,2,0,2,2,2,3.8,264,7.1
Matt Cassel,2447,QB,MIN,3,2.63,2.46,3.34,5.0,81,18,82.8,29,31,4.8,1.94,2,0,0.0,67.7,21,10,12.5,31,38.3,3,10,,,,,77.6,72.5,76.3,,71.4,,,,,,0,1,31,0.0,74.1,0.0,0,0,0,0,0,0,0.0,216,7.0,61.1,36,40,7.8,3.07,1,0,0.0,50.0,20,26,9.1,50,61.7,2,12,,,,,23.7,33.2,78.3,,33.1,,,63.1,,,2,3,55,26.9,59.3,14.0,7,3,0,1,3,5,9.1,209,5.2
Josh McCown,1085,QB,TB,3,2.64,2.56,3.06,3.77,75,30,80.6,31,31,5.5,1.89,0,1,3.1,74.2,23,9,8.0,32,42.7,2,7,,,,,77.9,68.6,76.6,,67.7,,,,,,0,0,34,11.1,85.8,3.1,1,0,0,0,0,0,0.0,163,5.3,67.6,34,36,11.3,3.2,0,2,5.3,55.6,20,22,13.0,43,57.3,3,15,,,,,79.9,43.3,77.7,,40.2,,,70.4,,,0,4,47,18.2,57.1,9.3,4,3,0,2,2,5,10.6,257,7.1
Derek Anderson,2430,QB,CAR,4,2.24,2.2,2.1,4.5,58,5,79.5,39,40,8.1,1.91,0,2,4.9,75.0,30,13,3.2,41,70.7,1,20,,,,,79.3,65.3,0.0,,66.3,,,,,,0,0,42,7.7,121.7,2.4,1,0,0,1,3,2,4.8,308,7.7,73.3,15,16,8.3,3.02,0,0,0.0,62.5,10,3,9.1,17,29.3,1,6,,,,,74.2,72.6,74.1,,73.2,,,58.3,,,1,0,17,0.0,105.2,0.0,0,1,0,0,1,0,0.0,116,7.3
Christian Ponder,6164,QB,MIN,1,2.81,2.57,3.42,5.03,53,18,66.7,18,18,3.5,1.85,0,0,0.0,55.6,10,5,16.7,18,34.0,2,4,,,,,74.5,51.6,74.3,,52.1,,,,,,0,0,18,0.0,66.2,0.0,0,0,0,0,0,0,0.0,77,4.3,56.0,25,26,12.8,3.3,0,2,7.1,46.2,12,22,14.3,35,66.0,2,11,,,,,78.6,53.0,76.9,,49.2,,,72.5,,,0,2,37,27.3,31.7,17.1,6,3,0,1,0,1,2.7,145,5.6
Robert Griffin III,7008,QB,WAS,2,3.02,2.89,3.65,5.6,45,32,100.0,19,19,4.1,1.87,0,1,5.0,100.0,19,5,0.0,19,42.2,0,8,,,,,75.1,76.0,74.7,,74.6,,,,,,0,0,20,0.0,106.4,0.0,0,0,0,0,0,0,0.0,181,9.5,75.0,16,21,13.6,3.85,1,3,14.3,57.1,12,19,0.0,26,57.8,0,6,,,,,76.8,75.4,75.8,,76.4,,,56.8,,,0,0,27,21.1,74.3,15.4,4,1,0,4,0,1,3.7,124,5.9
Michael Vick,773,QB,NYJ,4,3.15,2.78,3.73,9.0,24,22,57.1,7,7,12.9,2.13,0,0,0.0,57.1,4,4,0.0,8,33.3,0,2,,,,,70.3,56.6,71.5,,56.8,,,,,,0,0,8,25.0,67.0,12.5,1,0,0,0,0,0,0.0,29,4.1,41.7,12,13,10.2,3.67,0,0,0.0,30.8,4,8,20.0,16,66.7,1,1,,,,,74.5,31.3,0.0,,40.6,,,57.9,,,0,0,18,25.0,40.2,12.5,2,1,0,1,0,1,5.6,18,1.4
Matt McGloin,8374,QB,OAK,1,2.56,2.56,2.5,,20,23,63.6,11,11,7.3,2.06,0,0,0.0,63.6,7,3,0.0,11,55.0,0,3,,,,,71.9,42.4,72.6,,43.7,,,,,,0,1,11,0.0,40.0,0.0,0,0,0,0,0,2,18.2,60,5.5,85.7,7,8,12.4,3.16,0,1,12.5,62.5,5,5,16.7,9,45.0,1,4,,,,,70.9,68.6,71.9,,67.8,,,,,,0,1,9,20.0,90.1,11.1,1,0,0,1,1,0,0.0,69,8.6
Colt McCoy,5609,QB,WAS,1,2.57,2.03,5.25,3.6,15,32,88.9,9,9,4.1,1.79,0,0,0.0,88.9,8,1,0.0,9,60.0,0,3,,,,,71.9,72.2,72.6,,71.1,,,,,,0,0,11,0.0,151.9,0.0,0,0,0,0,1,0,0.0,104,11.6,100.0,3,3,-0.3,3.73,0,0,0.0,100.0,3,2,0.0,6,40.0,0,1,,,,,68.9,56.2,70.6,,59.0,,,58.3,,,0,0,6,100.0,100.0,33.3,2,1,0,0,0,0,0.0,24,8.0
Shaun Hill,1255,QB,SL,1,2.76,2.77,2.6,,14,26,83.3,6,6,4.2,1.95,0,0,0.0,66.7,4,2,20.0,6,42.9,1,1,,,,,68.9,56.6,70.6,,56.8,,,,,,0,0,6,0.0,70.1,0.0,0,0,0,0,0,0,0.0,14,2.3,66.7,6,7,16.5,3.36,0,0,0.0,57.1,4,5,0.0,8,57.1,0,3,,,,,18.3,51.4,71.9,,52.0,,,,,,0,1,9,20.0,50.0,12.5,1,0,0,1,0,2,22.2,67,9.6
