player_name,sample_size,DG_odds,pinnacle_odds,pinnacle_ev
"Stallings, Scott",150,+19317,+22676,0.173
"Cink, Stewart",150,+19412,+18642,-0.039
"Ghim, Doug",150,+19604,+23867,0.216
"Griffin, Lanto",150,+19702,+16890,-0.142
"Straka, Sepp",150,+19900,+20173,0.014
"English, Harris",150,+20413,+13753,-0.325
"McCarthy, Denny",150,+21290,+22774,0.069
"Fowler, Rickie",150,+21758,+17796,-0.181
"Howell III, Charles",150,+23852,+21835,-0.084
"Jones, Matt",150,+24745,+15874,-0.357
"Smalley, Alex",150,+24900,+49090,0.968
"Vegas, Jhonattan",150,+24900,+10629,-0.571
"Davis, Cameron",150,+25057,+23485,-0.062
"Lipsky, David",150,+25378,+17466,-0.311
"Palmer, Ryan",150,+26567,+27296,0.027
"Herbert, Lucas",150,+26746,+20513,-0.232
"Rai, Aaron",150,+28069,+14506,-0.481
"Dahmen, Joel",150,+30203,+30442,0.008
"Poston, J.T.",150,+30434,+27643,-0.091
"Ramey, Chad",150,+31396,+35041,0.116
"Putnam, Andrew",150,+31646,+29212,-0.077
"Lashley, Nate",150,+33513,+32809,-0.021
"Perez, Pat",150,+34088,+17466,-0.486
"DeChambeau, Bryson",150,+35298,+9662,-0.724
"Hughes, Mackenzie",150,+35614,+30661,-0.139
"Molinari, Francesco",150,+38735,+23760,-0.386
"Champ, Cameron",150,+40716,+26676,-0.344
"Moore, Taylor",150,+41137,+35041,-0.148
"Kizzire, Patton",150,+41137,+39909,-0.030
"Rodgers, Patrick",150,+43378,+18855,-0.564
"Laird, Martin",150,+43856,+32809,-0.251
"Moore, Ryan",150,+44344,+24960,-0.436
"Theegala, Sahith",150,+46959,+41436,-0.117
"Svensson, Adam",150,+46959,+49830,0.061
"Hickok, Kramer",150,+47519,,0.00
"Grillo, Emiliano",150,+49900,+27282,-0.452
"Lee, Min Woo",150,+53233,+29212,-0.450
"Malnati, Peter",150,+57043,+29212,-0.487
"Ryder, Sam",150,+57043,+58323,0.022
"Schenk, Adam",150,+57871,+47865,-0.173
"Swafford, Hudson",150,+58724,+58323,-0.007
"Wu, Brandon",150,+60506,+43794,-0.276
"Willett, Danny",150,+62400,+20943,-0.663
"Kitayama, Kurt",150,+63392,+36373,-0.426
"Ortiz, Carlos",150,+64416,+63997,-0.006
"Hossler, Beau",150,+68866,+50296,-0.269
"Lower, Justin",150,+81533,+37606,-0.538
"Lee, Danny",150,+81533,+75959,-0.068
"Donald, Luke",150,+92923,+58323,-0.372
"Streb, Robert",150,+99900,+58323,-0.416
"Lingmerth, David",150,+105163,+88104,-0.162
"Clark, Wyndham",150,+111011,+47970,-0.567
"Villegas, Camilo",150,+166567,+65028,-0.609
"Snedeker, Brandt",150,+166567,+75292,-0.548
"Hoffman, Charley",150,+190376,+74334,-0.609
"Dufner, Jason",150,Inf,+47865,-0.772
"McGirt, William",150,Inf,+104896,-0.528
"Hoag, Bo",150,Inf,+109379,-0.535
"Wolff, Matthew",150,Inf,+36833,-0.852
"Hagy, Brandon",150,Inf,+104896,-0.606
"Cabrera Bello, Rafa",150,Inf,+178390,-0.375
"Watney, Nick",150,Inf,Inf,-0.132
"Kim, Chan",150,Inf,+47865,-0.868
"Higgo, Garrick",150,Inf,+88679,-0.778
"Brehm, Ryan",150,Inf,+164013,-0.754
"Pak, John",150,Inf,Inf,-0.624
"Luck, Curtis",150,,Inf,-1.437
"Morgan, Jediah",150,,Inf,-1.546
"Piot, James",150,,Inf,-1.546
